score_type,round,emp_var_score,theo_var_naive,theo_var_corrected,ratio_naive,ratio_corrected
sus_4b,8,0.3675168722352014,0.3401640100807265,0.0,1.0804108057991897,inf
sus_4b,9,0.6343292843740803,0.3427216156697642,0.0,1.850858700973504,inf
sus_4b,10,0.596093625207542,0.3362253910325988,0.0,1.7728988978995572,inf
sus_4b,11,0.4683199501525761,0.3210641969459499,0.0,1.458648938771009,inf
sus_4b,12,0.5807559764346991,0.3335547437128975,0.0,1.7411114288771037,inf
sus_4b,13,0.5429408079494379,0.3308255393102516,0.0,1.6411695695605362,inf
sus_4b,14,0.5373830553604979,0.35506715559970276,0.0,1.5134687815685641,inf
sus_4b,15,0.573094826922441,0.34465446829151425,0.0,1.662809798356388,inf
sus_4b,16,0.696419678948482,0.3375500857795178,0.0,2.0631595377622625,inf
sus_4b,17,0.6146441667317316,0.3490131347678757,0.0,1.7610917914035635,inf
sus_4b,18,0.4956754711439856,0.3430222471542664,0.0,1.4450242666653248,inf
sus_4b,19,0.4524094556827263,0.3474983814100072,0.0,1.301903778219146,inf
sus_4b,20,0.6250600052843829,0.3501495941176557,0.0,1.785122746920429,inf
sus_4b,21,0.5584819048564423,0.3528908504251539,0.0,1.5825910594836834,inf
sus_4b,22,0.4773381038273325,0.35484987532033574,0.0,1.3451832367037533,inf
sus_4b,23,0.4970381335189704,0.34952106613994005,0.0,1.4220548678458425,inf
sus_4b,24,0.4501961736998815,0.3597270166074194,0.0,1.2514939187656116,inf
sus_4b,25,0.6134383164545391,0.3429964920796238,0.0,1.7884681931736328,inf
sus_4b,26,0.5212403479313302,0.34406647769573817,0.0,1.514940808596497,inf
sus_4b,27,0.5831961484671735,0.3456729276843251,0.0,1.6871328407868809,inf
sus_4b,28,0.4487786341453185,0.35424876463957566,0.0,1.2668460103224937,inf
sus_4b,29,0.3776507376728897,0.3480672093489964,0.0,1.084993723997226,inf
sus_4b,30,0.4558253915419895,0.34755544582872544,0.0,1.3115184843531964,inf
