score_type,round,emp_var,theo_var_mean,n,ratio_emp_over_theo
surp1,149,0.16833238949477092,0.36045358216518203,1000,0.46700157197392106
surp1,150,0.17203539021314165,0.35930092028090577,1000,0.4788058713533
surp2,1,0.26132028047878947,0.2763238671249293,1000,0.9457028927604124
surp2,2,0.39811978352067645,0.39947848569447947,1000,0.9965988101425763
surp2,3,0.48498891691199325,0.44446573439841564,1000,1.0911727932602628
surp2,4,0.4561193005459518,0.42570625235862825,1000,1.0714413941980412
surp2,5,0.42366982238048584,0.4142861711127238,1000,1.0226501677392674
surp2,6,0.4000162845754465,0.3992689804987469,1000,1.0018716807796242
surp2,7,0.40210890828483575,0.39441973065180547,1000,1.0194949112214122
surp2,8,0.4100670453682922,0.39633671595900216,1000,1.0346430922405643
surp2,9,0.43001221911302523,0.39637748251342564,1000,1.0848553161655956
surp2,10,0.3713242380566091,0.396808491059129,1000,0.9357769463690169
surp2,11,0.4313439052981669,0.3983818311744332,1000,1.0827399031390594
surp2,12,0.338787498972404,0.3950116310800051,1000,0.8576646162193297
surp2,13,0.4052496318577322,0.3958808040334818,1000,1.0236657795194788
surp2,14,0.39033968282205334,0.3969977108839113,1000,0.9832290517569133
surp2,15,0.3262422852734373,0.39495118798772044,1000,0.8260319127931844
surp2,16,0.3836688083381802,0.3934362467933263,1000,0.9751740249284225
surp2,17,0.3705251390064282,0.3923234277883373,1000,0.9444379630734938
surp2,18,0.38306113062774977,0.3925397641670647,1000,0.9758530615123088
surp2,19,0.378231993461891,0.3913183026052051,1000,0.9665584025684669
surp2,20,0.3611534705748604,0.39129802918294143,1000,0.9229626618078679
surp2,21,0.4070805324291031,0.39073829385216163,1000,1.0418240004475339
surp2,22,0.44134349615276175,0.3894759713512688,1000,1.1331725924491336
surp2,23,0.34586329971658136,0.3881826805075507,1000,0.8909807600492723
surp2,24,0.3342451733731461,0.38807505321043345,1000,0.861290027813001
surp2,25,0.342922399317403,0.38746340536631796,1000,0.8850446121310354
surp2,26,0.3481177175959373,0.3874097404070033,1000,0.8985776073420695
surp2,27,0.421727823632696,0.38735732601861234,1000,1.0887307282073508
surp2,28,0.3458567288342669,0.3866596701443389,1000,0.894473242335203
surp2,29,0.3719663410709675,0.3856385318718801,1000,0.9645466164012498
surp2,30,0.3330399443823026,0.38523276742892903,1000,0.8645161381391177
surp2,31,0.360751284072291,0.38476789156518354,1000,0.9375815705536233
surp2,32,0.3736654323894405,0.38487292692438574,1000,0.9708800132435734
surp2,33,0.3302873510970691,0.3846242387628265,1000,0.8587273442762313
surp2,34,0.37417749875161016,0.384133726887428,1000,0.9740813486582095
surp2,35,0.3431912431879571,0.3835393351936297,1000,0.8948006415422739
surp2,36,0.3726566771638866,0.3833455030882646,1000,0.9721169914913104
surp2,37,0.34057400217140654,0.3831741145871178,1000,0.8888230942697832
surp2,38,0.40364612698674224,0.3831124594358234,1000,1.0535969714510383
surp2,39,0.4105913709290622,0.3831093402018201,1000,1.071734170492332
surp2,40,0.3786422190246909,0.38241556643412805,1000,0.9901328613669624
surp2,41,0.3561487473734176,0.3823640345327104,1000,0.9314389304649674
surp2,42,0.36358576007699667,0.38205335283251285,1000,0.9516622675377694
surp2,43,0.4155804367419534,0.3817821196774715,1000,1.0885277631467776
surp2,44,0.3889927581408757,0.3816620725304005,1000,1.0192072677326125
surp2,45,0.32410790892316677,0.3814203567638661,1000,0.8497394100121904
surp2,46,0.45232099781870827,0.3816162549176525,1000,1.1852770734734894
