score_type,round,emp_var_sus,mean_sb_sq,theo_var_sus,ratio
sus_1,27,0.010812149828866439,0.2859519440530109,0.010590812742704106,1.020898970790963
sus_1,28,0.010314312241468416,0.28688481855335823,0.010245886376905652,1.0066783743295258
sus_1,29,0.010111732952878021,0.2877907094682531,0.009923817567870795,1.0189357960000816
sus_1,30,0.00989289946670852,0.2886706659092299,0.009622355530307663,1.028116185849579
sus_1,31,0.009724516785946042,0.2894656594575561,0.00933760191798568,1.0414362136401536
sus_1,32,0.009372115775359213,0.29024702649208955,0.009070219577877799,1.03328433175066
sus_1,33,0.009122012262364108,0.29098861645947394,0.008817836862408302,1.034495466938445
sus_1,34,0.008849030396774638,0.29169577544099207,0.008579287512970355,1.0314411754351955
sus_1,35,0.00854959836904507,0.2923657720572495,0.008353307773064271,1.0234985470802058
sus_1,36,0.00835545616106653,0.2930068795804829,0.008139079988346747,1.02658484411378
sus_1,37,0.008058593615002862,0.2936349586096115,0.007936079962421932,1.0154375526911326
sus_1,38,0.007879203128490924,0.29421624967861926,0.007742532886279454,1.017651877521071
sus_1,39,0.007792190564197523,0.2947738333463621,0.007558303419137489,1.0309443974513957
sus_1,40,0.0075077550828639966,0.29533284538924504,0.0073833211347311255,1.0168533842510972
sus_1,41,0.007260973267573448,0.2959064234251678,0.0072172298396382395,1.0060609719944018
sus_1,42,0.007015716200372603,0.296446329219826,0.0070582459338053806,0.9939744613843672
sus_1,43,0.00687554759779767,0.29695151237816275,0.006905849125073553,0.9956121938479854
sus_1,44,0.006736592542959557,0.29744510972923316,0.006760116130209845,0.9965202391797436
sus_1,45,0.006555516803711771,0.2979253003905107,0.006620562230900237,0.9901752411774216
sus_1,46,0.006464427498372701,0.29840203139686167,0.006487000682540471,0.9965202432876992
sus_1,47,0.00626533606821038,0.2988651700590993,0.006358833405512751,0.9852964637788254
sus_1,48,0.00616199044573672,0.29929174593702884,0.0062352447070214345,0.9882515819784549
sus_1,49,0.006079661715590621,0.2996938161113922,0.006116200328803922,0.9940259292944961
sus_1,50,0.006117560642465692,0.30009935106022473,0.006001987021204494,1.0192558932321722
sus_1,51,0.006025101812307794,0.3005029591249481,0.005892214884802904,1.022552966940773
sus_1,52,0.005904996544242279,0.3008930010972033,0.005786403867253909,1.020495056983406
sus_1,53,0.005816702519969908,0.3012700697511829,0.005684340938701565,1.0232852995088957
sus_1,54,0.005553525417990894,0.30164139451868965,0.005585951750346104,0.9941950210448557
sus_1,55,0.005444319374651664,0.30200411105110647,0.005490983837292845,0.9915016208344574
sus_1,56,0.005339882479307472,0.3023645209863107,0.00539936644618412,0.9889831580298302
sus_1,57,0.005267598114493456,0.3027206236908373,0.00531088813492697,0.9918488171217882
sus_1,58,0.00519803271037077,0.30306593750471444,0.0052252747845640424,0.9947864800768472
sus_1,59,0.005199131562100772,0.30340396319016205,0.005142440054070543,1.0110242428563372
sus_1,60,0.005069190108912172,0.3037346244808808,0.0050622437413480135,1.0013721914469311
sus_1,61,0.005013572415718515,0.3040462509562252,0.0049843647697741834,1.0058598532197023
sus_1,62,0.004928665920454684,0.304351531942257,0.004908895676488017,1.0040274320885165
sus_1,63,0.004867192001772434,0.3046458797603977,0.004835648885085678,1.0065230370186806
sus_1,64,0.004813200558673026,0.30493071247997333,0.004764542382499583,1.010212560255979
sus_1,65,0.004690719283929297,0.3052130114911811,0.004695584792172016,0.9989638120792046
sus_1,66,0.004631008103502612,0.30548589993047404,0.004628574241370819,1.0005258340916385
sus_1,67,0.004604527111024377,0.3057518987719921,0.004563461175701375,1.0089988571704438
sus_1,68,0.004531325055175404,0.30601507504200975,0.004500221691794261,1.006911518034291
sus_1,69,0.004458049612774224,0.30626344192716776,0.004438600607640113,1.0043817876068042
sus_1,70,0.004434321068665553,0.30651891678292414,0.004378841668327488,1.0126698804250795
sus_1,71,0.00442084566749951,0.3067643642674057,0.0043206248488367,1.0231959085014737
sus_1,72,0.0043433318201991184,0.3070107466383801,0.00426403814775528,1.0185959106593785
sus_1,73,0.004241676334444028,0.3072499174602948,0.004208902978908148,1.0077866740336177
sus_1,74,0.004156382221603267,0.3074813181432669,0.004155152947881985,1.0002958431943905
sus_1,75,0.004094294867763811,0.3077081142261331,0.004102774856348441,0.9979331089612417
sus_1,76,0.0040360734667391415,0.30792051271790033,0.0040515856936565835,0.9961713195547786
sus_1,77,0.003970885263190307,0.30812387611855935,0.004001608780760511,0.9923222085782295
sus_1,78,0.0039706090320507925,0.308318590590812,0.003952802443471949,1.0045048010452056
sus_1,79,0.0038568724974804595,0.30851082015020564,0.0039052002550658944,0.9876247684039395
sus_1,80,0.003794514116862998,0.30869781050672246,0.003858722631334031,0.9833601632961023
sus_1,81,0.0037602217644466035,0.3088761358499725,0.003813285627777438,0.9860844771384821
sus_1,82,0.0036779183326385726,0.30905770438470864,0.003768996394935471,0.9758349298451748
sus_1,83,0.0036679904673020953,0.3092303738887274,0.003725667155285872,0.9845190980353823
sus_1,84,0.0036169442570680274,0.309398825842054,0.003683319355262548,0.9819795429631463
sus_1,85,0.003600940874908109,0.30956059851777085,0.003641889394326716,0.988756242986842
sus_1,86,0.0036052277853642657,0.30972365524610246,0.003601437851698866,1.0010523390438661
sus_1,87,0.003604767730502253,0.30988315118854537,0.0035618753010177627,1.0120420918363522
sus_1,88,0.0035678876328665726,0.3100378681290068,0.0035231575923750772,1.0126960089972419
sus_1,89,0.0035513378681457037,0.3101875584245284,0.003485253465444139,1.0189611468310076
sus_1,90,0.0035501092195886117,0.3103328194906675,0.0034481424387851943,1.029571510636127
sus_1,91,0.0034673216368422133,0.31047533982288794,0.003411816921130637,1.0162683745917946
sus_1,92,0.0034377520053071263,0.31061709983722463,0.003376272824317659,1.018209186339049
sus_1,93,0.0033555344464571194,0.31075253185141777,0.003341425073671159,1.0042225614744846
sus_1,94,0.0033202419376937692,0.3108868328349361,0.0033073067322865546,1.003911099409359
sus_1,95,0.0032865621898771156,0.31102189561032695,0.0032739146906350207,1.0038631120347372
sus_1,96,0.003236712933907004,0.3111542665166274,0.003241190276214869,0.9986186117054832
sus_1,97,0.0032499829353505377,0.31128286923362625,0.0032091017446765594,1.0127391382157933
sus_1,98,0.003213509856894957,0.3114129271027942,0.0031776829296203493,1.011274544398578
sus_1,99,0.003189396825050701,0.31154228545639906,0.003146891772286859,1.0135069954226463
sus_1,100,0.003144953504600342,0.3116672476571433,0.0031166724765714334,1.0090741097248754
sus_1,101,0.0031015609356788497,0.31178712952701954,0.003087001282445738,1.0047164389972576
sus_1,102,0.0030638427744731594,0.3119030852272847,0.003057873384581223,1.001952137692174
sus_1,103,0.0030555127249179566,0.3120171731117446,0.0030292929428324717,1.0086554131872663
sus_1,104,0.0030301866727618708,0.31213080511942,0.0030012577415328844,1.009638935979624
sus_1,105,0.0030163343638872154,0.3122407346713363,0.002973721282584155,1.014329884092577
sus_1,106,0.002957031279304833,0.3123479743468057,0.002946679003271752,1.0035132011398549
sus_1,107,0.002924211017768071,0.312452209818351,0.0029201141104518782,1.0014029956231947
sus_1,108,0.0028876745372413367,0.31255244373894564,0.002894004108693941,0.9978128671505374
sus_1,109,0.0028551120984581352,0.31265232248980224,0.002868369931099103,0.9953779209239277
sus_1,110,0.002846482709306851,0.31274760003847346,0.002843160000349759,1.0011686675940445
sus_1,111,0.002835260594796814,0.3128401449156779,0.002818379683925026,1.0059895801009602
sus_1,112,0.00283161778908128,0.312927417779416,0.0027939948016019287,1.01346566123093
sus_1,113,0.002822384025055104,0.31301329585071974,0.0027700291668205286,1.0189004718295689
sus_1,114,0.002797514601660639,0.3130948500234814,0.0027464460528375564,1.0185944117745622
sus_1,115,0.0027403879431871364,0.31317352006134913,0.0027232480005334706,1.0062939338063621
sus_1,116,0.002730264309208083,0.31325004798484585,0.002700431448145223,1.0110474424682583
sus_1,117,0.0026840482398237313,0.31332291711609644,0.0026779736505649267,1.0022683528859677
sus_1,118,0.0026474036491557448,0.3133950333068528,0.002655890112769939,0.9968046631246564
sus_1,119,0.00262867726530857,0.313464856448944,0.0026341584575541514,0.9979191865888468
sus_1,120,0.002598923258237874,0.31353409704660845,0.0026127841420550703,0.994694975526645
sus_1,121,0.0025582073098267834,0.3136011900938126,0.0025917453726761372,0.9870596613375164
sus_1,122,0.0025717042952652417,0.3136667487976512,0.0025710389245709115,1.0002587944849732
sus_1,123,0.002544642883708641,0.313730957622414,0.0025506581920521462,0.9976416642722852
sus_1,124,0.002521504825050557,0.31379208432086403,0.0025305813251682583,0.9964132746782608
