score_type,round,emp_var_score,theo_var,ratio
sus_1,129,0.3004739478685645,0.3213115349234435,0.9351483380145571
sus_1,130,0.33366199094110566,0.3213403085972991,1.038344652115362
sus_1,131,0.31150448583108886,0.32123121269984917,0.9697204801892999
sus_1,132,0.34214832804722806,0.32117123779543416,1.0653143488059007
sus_1,133,0.3481952750619297,0.32137035702648536,1.0834704180050856
sus_1,134,0.3197932627644083,0.32149917533956457,0.9946938819567592
sus_1,135,0.30699480697145287,0.3213810738527122,0.9552361104877866
sus_1,136,0.3152328565354207,0.32141996336999273,0.9807507076732197
sus_1,137,0.32841942826292525,0.3213880318741256,1.0218782147791787
sus_1,138,0.31560181830024087,0.3213536800540477,0.9821011486383494
sus_1,139,0.2897151610394279,0.3215684249221209,0.9009440560266221
sus_1,140,0.29323533870808627,0.3214808693793464,0.9121393110395926
sus_1,141,0.3424574765000035,0.3213801230800606,1.0655838737565368
sus_1,142,0.32173619160534106,0.3214187775302895,1.0009875405459832
sus_1,143,0.2982757720811232,0.3213583559572647,0.9281718260992999
sus_1,144,0.334781719381018,0.3212847873821492,1.0420092470261126
sus_1,145,0.3094824006335629,0.32107730615605345,0.9638874959388907
sus_1,146,0.30720991501801276,0.32105342910408996,0.9568809648764445
sus_1,147,0.31340602650323396,0.32120821179526426,0.9757098822336355
sus_1,148,0.35066199238774914,0.32107226392514343,1.0921590924761548
sus_1,149,0.3181478655731187,0.32091012723811774,0.9913924135434049
sus_1,150,0.34468062597203564,0.3208848767507052,1.0741566553783626
