theta_star,psi_star,alpha,c,switch_type,bin,n,n_pers_only,n_inf_only,n_both,n_neither,sum_p_pers,sum_p_inf
0.9,high,3.0,3.5,hard,3,420,64,61,66,229,129.01505316332293,128.32062250540775
0.9,high,3.0,3.5,hard,4,260,50,43,35,132,78.73031420216104,78.29985894669447
0.9,high,3.0,3.5,hard,5,106,18,10,12,66,31.08733444634005,29.05111690767952
0.9,high,3.0,3.5,soft,0,146,12,16,22,96,45.14882346604725,45.07789755860759
0.9,high,3.0,3.5,soft,1,193,29,29,27,108,58.64072055123164,58.474799282172285
0.9,high,3.0,3.5,soft,2,302,47,49,46,160,90.4749021692871,90.29647448503815
0.9,high,3.0,3.5,soft,3,400,70,55,57,218,123.10892850640784,122.82337178055121
0.9,high,3.0,3.5,soft,4,272,39,45,35,153,82.06256218797436,81.86207262191475
0.9,high,3.0,3.5,soft,5,132,24,26,20,62,39.997930713391234,39.955552862944344
0.9,high,10.0,2.0,hard,0,129,19,18,29,63,44.67191924022177,43.171060105844255
0.9,high,10.0,2.0,hard,1,8,0,5,0,3,2.730494916690983,2.7304934313198803
0.9,high,10.0,2.0,hard,2,11,0,2,0,9,3.621277654433351,3.6281293141625413
0.9,high,10.0,2.0,hard,3,13,0,4,4,5,6.051549874821829,6.060642997444088
0.9,high,10.0,2.0,hard,4,9,1,0,3,5,2.8244483581870212,2.824448356535048
0.9,high,10.0,2.0,hard,5,4,0,0,2,2,1.6721789238579847,1.6721789238579847
0.9,high,10.0,2.0,soft,0,141,10,19,38,74,48.099436265776646,47.00851773368059
0.9,high,10.0,2.0,soft,1,8,1,1,0,6,2.755040126136512,2.755038662319393
0.9,high,10.0,2.0,soft,2,19,3,5,2,9,6.042134982200949,5.984747294636371
0.9,high,10.0,2.0,soft,3,15,2,0,8,5,5.219417617414712,5.215253676673407
0.9,high,10.0,2.0,soft,4,4,0,2,0,2,1.3057385798959311,1.2732453331396654
0.9,high,10.0,2.0,soft,5,4,0,0,0,4,1.1879666451336435,1.1879666451336435
0.9,high,10.0,3.5,hard,0,120,15,6,27,72,40.00135548450524,39.27528532508195
0.9,high,10.0,3.5,hard,1,17,2,3,5,7,5.465515403113778,5.444727399099874
0.9,high,10.0,3.5,hard,2,21,3,3,9,6,7.340818473382448,7.340813462107363
0.9,high,10.0,3.5,hard,3,21,7,1,3,10,7.0087257492991535,6.776715838615141
0.9,high,10.0,3.5,hard,4,20,2,2,4,12,7.538750210575175,7.224053242717614
0.9,high,10.0,3.5,hard,5,7,0,1,0,6,2.381436908813253,2.3297365212721832
0.9,high,10.0,3.5,soft,0,105,19,13,18,55,35.37610937593819,34.55257774363498
0.9,high,10.0,3.5,soft,1,22,2,1,7,12,7.109191086966198,7.10412189473082
0.9,high,10.0,3.5,soft,2,28,1,4,11,12,9.66770134796871,9.620211014401312
0.9,high,10.0,3.5,soft,3,19,3,1,2,13,6.427396274797024,6.36040330444915
0.9,high,10.0,3.5,soft,4,26,6,5,4,11,8.63250046676837,8.460472287228283
0.9,high,10.0,3.5,soft,5,8,1,1,3,3,2.604155930583105,2.5804764730555334
0.9,low,1.5,2.0,hard,0,131,26,19,19,67,41.61570803406454,36.84706068927922
0.9,low,1.5,2.0,hard,1,220,33,32,41,114,68.14762171697907,61.937878758043155
0.9,low,1.5,2.0,hard,2,326,53,47,56,170,101.31344561567967,91.19827891675436
0.9,low,1.5,2.0,hard,3,514,81,73,83,277,162.77102529862805,143.04028475116166
0.9,low,1.5,2.0,hard,4,319,34,47,67,171,98.5570025137751,91.3359276541839
0.9,low,1.5,2.0,hard,5,134,12,17,30,75,45.50008786871269,45.5630139360508
0.9,low,1.5,2.0,soft,0,105,19,9,16,61,33.50718747544809,27.674426559635528
0.9,low,1.5,2.0,soft,1,155,35,24,17,79,48.96345324000376,44.36534933002446
0.9,low,1.5,2.0,soft,2,357,62,41,48,206,109.71635337989386,99.39039831379944
0.9,low,1.5,2.0,soft,3,412,56,54,65,237,131.48259852647794,114.13490706150291
0.9,low,1.5,2.0,soft,4,213,26,24,28,135,65.69607873755015,59.03089365769165
0.9,low,1.5,2.0,soft,5,104,24,17,12,51,33.6606485768771,28.247794725691012
0.9,low,1.5,3.5,hard,0,128,32,15,18,63,40.88783015561417,33.97380561716396
0.9,low,1.5,3.5,hard,1,383,66,52,56,209,119.74597806851797,106.79920965995109
0.9,low,1.5,3.5,hard,2,1307,216,160,225,706,404.47622480243734,369.0770490791062
0.9,low,1.5,3.5,hard,3,1661,244,227,291,899,506.59014779654717,471.5267187410825
0.9,low,1.5,3.5,hard,4,1055,143,122,195,595,317.77133225337866,304.8346662730099
0.9,low,1.5,3.5,hard,5,508,65,71,97,275,154.86184568081632,157.48670093925412
0.9,low,1.5,3.5,soft,0,154,29,29,23,73,48.99392110776698,42.39222339814043
0.9,low,1.5,3.5,soft,1,499,77,59,82,281,154.71633646517043,143.7642350356742
0.9,low,1.5,3.5,soft,2,1070,158,120,172,620,332.3207043110618,303.31948514615567
0.9,low,1.5,3.5,soft,3,1574,233,166,269,906,482.240038163512,449.4463464083404
0.9,low,1.5,3.5,soft,4,931,116,107,169,539,280.51298336128264,269.0023341945522
0.9,low,1.5,3.5,soft,5,356,47,45,58,206,107.09212671359974,103.0467386087326
0.9,low,3.0,2.0,hard,0,60,16,13,3,28,20.81806910212483,14.608613887486289
0.9,low,3.0,2.0,hard,1,45,6,6,9,24,14.932605977791557,12.170061088202829
0.9,low,3.0,2.0,hard,2,73,15,11,6,41,25.0805901583217,18.81093025111458
0.9,low,3.0,2.0,hard,3,95,12,12,13,58,31.467315124006312,25.423298117386864
0.9,low,3.0,2.0,hard,4,45,7,2,9,27,16.929165754198547,15.694360822646047
0.9,low,3.0,2.0,hard,5,76,28,15,5,28,35.76209527812016,16.514505690512976
0.9,low,3.0,2.0,soft,0,70,21,8,8,33,24.30844974189829,15.787728599022145
0.9,low,3.0,2.0,soft,1,50,9,8,4,29,16.344190432048634,13.025659078667475
0.9,low,3.0,2.0,soft,2,97,26,6,11,54,32.1800542500867,24.25164820391078
0.9,low,3.0,2.0,soft,3,174,25,19,34,96,55.80767493768821,48.53273587314526
0.9,low,3.0,2.0,soft,4,52,7,5,13,27,16.52415110651991,15.043548384403897
0.9,low,3.0,2.0,soft,5,78,30,9,2,37,35.3838836581844,12.166264158226703
0.9,low,3.0,3.5,hard,0,67,11,13,7,36,22.912218940780402,16.010810247900306
0.9,low,3.0,3.5,hard,1,81,21,8,6,46,27.452839738916243,20.403836829626492
0.9,low,3.0,3.5,hard,2,245,42,30,29,144,80.77512630168161,63.60432024446912
0.9,low,3.0,3.5,hard,3,406,81,52,40,233,136.82278105162834,105.02822184618198
0.9,low,3.0,3.5,hard,4,494,83,56,78,277,158.65286800052644,133.7780551194161
0.9,low,3.0,3.5,hard,5,335,34,48,93,160,129.67949700118112,143.39246541232052
0.9,low,3.0,3.5,soft,0,86,17,13,14,42,29.444547667050067,20.99734409484586
0.9,low,3.0,3.5,soft,1,133,40,16,11,66,43.27630065711725,34.32443648081603
0.9,low,3.0,3.5,soft,2,259,49,38,27,145,83.98092674271942,68.91168889866995
0.9,low,3.0,3.5,soft,3,497,107,61,56,273,166.51773718616295,127.01252417086678
0.9,low,3.0,3.5,soft,4,350,76,49,53,172,114.34090349261582,91.72853992118576
0.9,low,3.0,3.5,soft,5,183,27,17,28,111,60.006013591834034,48.150164801384335
0.9,low,10.0,2.0,hard,0,6,2,1,0,3,2.396732528465089,0.5588408247982037
0.9,low,10.0,2.0,hard,1,1,1,0,0,0,0.46792599918203415,0.03207400084696101
0.9,low,10.0,2.0,hard,2,0,0,0,0,0,0.0,0.0
0.9,low,10.0,2.0,hard,3,2,0,0,0,2,0.7744067019448916,0.31039449071969855
0.9,low,10.0,2.0,hard,4,0,0,0,0,0,0.0,0.0
0.9,low,10.0,2.0,hard,5,0,0,0,0,0,0.0,0.0
0.9,low,10.0,2.0,soft,0,3,1,0,0,2,1.152711039245672,0.7439023831809467
0.9,low,10.0,2.0,soft,1,2,1,0,0,1,0.8012594338269601,0.36540720521071285
0.9,low,10.0,2.0,soft,2,3,1,0,0,2,1.2934697740912535,0.17562695363707026
0.9,low,10.0,2.0,soft,3,4,1,1,0,2,1.6059167623082318,0.6301010900131258
0.9,low,10.0,2.0,soft,4,0,0,0,0,0,0.0,0.0
0.9,low,10.0,2.0,soft,5,1,0,0,0,1,0.337254560929534,0.337254560929534
0.9,low,10.0,3.5,hard,0,0,0,0,0,0,0.0,0.0
0.9,low,10.0,3.5,hard,1,0,0,0,0,0,0.0,0.0
0.9,low,10.0,3.5,hard,2,0,0,0,0,0,0.0,0.0
0.9,low,10.0,3.5,hard,3,0,0,0,0,0,0.0,0.0
0.9,low,10.0,3.5,hard,4,0,0,0,0,0,0.0,0.0
0.9,low,10.0,3.5,hard,5,0,0,0,0,0,0.0,0.0
0.9,low,10.0,3.5,soft,0,3,1,0,0,2,1.7937378154678063,0.33561268420038437
0.9,low,10.0,3.5,soft,1,0,0,0,0,0,0.0,0.0
0.9,low,10.0,3.5,soft,2,2,1,0,0,1,0.9874648121066636,0.059019491706805864
0.9,low,10.0,3.5,soft,3,2,0,0,0,2,0.8410847793454979,0.4278482499339994
0.9,low,10.0,3.5,soft,4,1,0,0,0,1,0.4457226465498099,0.021372865273511888
0.9,low,10.0,3.5,soft,5,0,0,0,0,0,0.0,0.0
